address,agr_type,Calculate,id,name,region,sameness,sameness_group,source,type,counter,lat,lon,original_address,points,reffers_to,category
"Россия, Иркутская область, Слюдянский район, рабочий посёлок Култук",Культурно-познавательный туризм,Культурно-познавательный,1712,Кругобайкальская железная дорога,Слюдянский,0,1,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",1,51.729465,103.726463,0,Point,,Другое
"Россия, Иркутская область, Слюдянский район, рабочий посёлок Култук, Школьная улица",Культурно-познавательный туризм,Культурно-познавательный,1711,Павшим братьям за право и свободу чешско-словацкого народа 14.7.1918-21.2.1920,Слюдянский,0,1,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",1,51.726921,103.706596,0,Point,,Другое
"Россия, Иркутская область, Слюдянский район, река Култучная",Культурно-познавательный туризм,Культурно-познавательный,1710,Киселев Евгений Викторович 12.12.1978-03.08.1990,Слюдянский,0,1,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",1,51.722977,103.665977,0,Point,,Другое
"Россия, Иркутская область, Слюдянское муниципальное образование",Культурно-познавательный туризм,Культурно-познавательный,1706,Раисе Кириллиной,Слюдянский,0,1,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",1,51.516342,103.612885,0,Point,,Другое
"Россия, Иркутская область, Тайшет",Культурно-познавательный туризм,Культурно-познавательный,1843,Пушка,Тайшетский,0,1,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",1,55.934647,97.993874,0,Point,,Другое
"Россия, Иркутская область, Тайшет, Северовокзальная улица",Культурно-познавательный туризм,Культурно-познавательный,1691,Ленину В.И.,Тайшетский,0,1,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",1,55.938957,98.001671,0,Point,,Другое
"Россия, Иркутская область, Тайшет, Северовокзальная улица",Культурно-познавательный туризм,Культурно-познавательный,1695,Паровоз,Тайшетский,0,1,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",1,55.938835,98.002861,0,Point,,Другое
"Россия, Иркутская область, Тайшет, Юбилейная площадь",Культурно-познавательный туризм,Культурно-познавательный,1697,Стэлла,Тайшетский,0,1,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",1,55.941826,98.022186,0,Point,,Другое
"Россия, Иркутская область, Тайшет, Юбилейная площадь",Культурно-познавательный туризм,Культурно-познавательный,1696,Танк Т-34,Тайшетский,0,1,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",1,55.941158,98.021545,0,Point,,Другое
"Россия, Иркутская область, Тайшет, улица Ленина",Культурно-познавательный туризм,Культурно-познавательный,1694,Памятник В.И. Ленину,Тайшетский,0,1,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",1,55.936104,97.991783,0,Point,,Другое
"Россия, Иркутская область, Тайшетский район, Берёзовское муниципальное образование",Культурно-познавательный туризм,Культурно-познавательный,1692,кладбище,Тайшетский,0,1,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",1,55.852673,98.028381,0,Point,,Другое
"Россия, Иркутская область, Тайшетский район, Берёзовское муниципальное образование, село Березовка",Культурно-познавательный туризм,Культурно-познавательный,1693,воинам освободителям 1941-1945,Тайшетский,0,1,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",1,55.860653,98.027168,0,Point,,Другое
"Россия, Иркутская область, Тайшетский район, Шиткинское муниципальное образование, рабочий посёлок Шиткино, улица Кирова",Культурно-познавательный туризм,Культурно-познавательный,1806,Борцам павшим за власть Советов 1919-1930 гг.,Тайшетский,0,1,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",1,56.366837,98.358498,0,Point,,Другое
"Россия, Иркутская область, Тайшетский район, Шиткинское муниципальное образование, рабочий посёлок Шиткино, улица Ленина",Культурно-познавательный туризм,Культурно-познавательный,1805,Шиткинцам от односельчан 1941-1945,Тайшетский,0,1,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",1,56.366714,98.357986,0,Point,,Другое
"Россия, Иркутская область, Тулун, улица Ленина",Культурно-познавательный туризм,Культурно-познавательный,1699,В. И. Ленину,Тулун,0,1,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",1,54.562149,100.579338,0,Point,,Другое
"Россия, Иркутская область, Усольский район, Тельминское муниципальное образование, рабочий посёлок Тельма",Культурно-познавательный туризм,Культурно-познавательный,1895,"Памятник воинам-землякам, погибшим в Великой Отечественной войне 1941г.-1945г.",Усольский,0,1,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",1,52.697121,103.714584,0,Point,,Другое
"Россия, Иркутская область, Усольский район, Тельминское муниципальное образование",Культурно-познавательный туризм,Культурно-познавательный,1894,1831 км,Усольский,0,1,Монументы OpenTripMap.xlsx,"milestones,historic,monuments_and_memorials,interesting_places",1,52.574188,103.817764,0,Point,,Другое
"Россия, Иркутская область, Усть-Илимск, квартал Новый Город",Культурно-познавательный туризм,Культурно-познавательный,1816,Ритуальные услуги,Усть-Илимский,0,1,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",1,57.942463,102.758804,0,Point,,Другое
"Россия, Иркутская область, Усть-Илимск, квартал Старый Город",Культурно-познавательный туризм,Культурно-познавательный,1814,Обелиск,Усть-Илимский,0,1,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",1,57.994011,102.653709,0,Point,,Другое
"Россия, Иркутская область, Усть-Илимск, парк Победы",Культурно-познавательный туризм,Культурно-познавательный,1880,Три звезды,Усть-Илимский,0,1,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",1,57.953224,102.7286,0,Point,,Другое
"Россия, Иркутская область, Усть-Илимск, улица Романтиков",Культурно-познавательный туризм,Культурно-познавательный,1815,Комсомолу,Усть-Илимский,0,1,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",1,57.993221,102.654358,0,Point,,Другое
"Россия, Иркутская область, Усть-Илимский район, Седановское муниципальное образование, посёлок Седаново, Солнечная улица",Культурно-познавательный туризм,Культурно-познавательный,1813,Вечная слава героям,Усть-Илимский,0,1,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",1,56.983871,101.309631,0,Point,,Другое
"Россия, Иркутская область, Усть-Кут, микрорайон Лена",Культурно-познавательный туризм,Культурно-познавательный,1818,Memorial to the Homefront in WWII,Усть-Кутский,0,1,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",1,56.778564,105.744942,0,Point,,Другое
"Россия, Иркутская область, Усть-Кут, парк имени Даниила Зверева",Культурно-познавательный туризм,Культурно-познавательный,1819,Памятник звереву,Усть-Кутский,0,1,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",1,56.792686,105.781418,0,Point,,Другое
"Россия, Иркутская область, Усть-Кут, улица Кирова",Культурно-познавательный туризм,Культурно-познавательный,1882,Основателю Усть-Кута Ивану Галкину,Усть-Кутский,0,1,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",1,56.781216,105.746162,0,Point,,Другое
"Россия, Иркутская область, Усть-Кутский район, посёлок Ния",Культурно-познавательный туризм,Культурно-познавательный,1820,стелла,Усть-Кутский,0,1,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",1,56.557697,106.805122,0,Point,,Другое
"Россия, Иркутская область, Черемхово, Привокзальная площадь",Культурно-познавательный туризм,Культурно-познавательный,1722,Паровоз,Черемховский,0,1,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",1,53.148041,103.084686,0,Point,,Другое
"Россия, Иркутская область, рабочий посёлок Чунский, улица Крупской",Культурно-познавательный туризм,Культурно-познавательный,1704,Мемориал МВД,Чунский,0,1,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",1,56.084888,99.648239,0,Point,,Другое
"Россия, Иркутская область, Шелехов",Культурно-познавательный туризм,Культурно-познавательный,1896,Аист,Шелеховский,0,1,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",1,52.211769,104.087593,0,Point,,Другое
"Россия, Иркутская область, Шелехов",Культурно-познавательный туризм,Культурно-познавательный,1734,В.И. Ленин,Шелеховский,0,1,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",1,52.210838,104.092758,0,Point,,Другое
"Россия, Иркутская область, Шелехов",Культурно-познавательный туризм,Культурно-познавательный,1735,Штурвал,Шелеховский,0,1,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",1,52.212608,104.086792,0,Point,,Другое
"Россия, Иркутская область, Шелехов, Городской парк",Культурно-познавательный туризм,Культурно-познавательный,1733,В. Ф. Маргелову,Шелеховский,0,1,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",1,52.210987,104.080444,0,Point,,Другое
"Россия, Иркутская область, Шелехов, Городской парк",Культурно-познавательный туризм,Культурно-познавательный,1689,Памятник Шелихову,Шелеховский,0,1,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",1,52.210392,104.085297,0,Point,,Другое
"Россия, Иркутская область, Шелехов, Городской парк",Культурно-познавательный туризм,Культурно-познавательный,1732,"Памятник, войнам погибшим в Великой Отечественной войне",Шелеховский,0,1,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",1,52.210983,104.079735,0,Point,,Другое
"Россия, Иркутская область, Шелехов, площадь Труда",Культурно-познавательный туризм,Культурно-познавательный,1736,"Звезда, серп и молот",Шелеховский,0,1,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",1,52.207523,104.098763,0,Point,,Другое
"Россия, Иркутская область, Шелеховский район, Олхинское муниципальное образование, деревня Олха, Майская улица",Культурно-познавательный туризм,Культурно-познавательный,1731,Погибiим в Великой отечественной войне,Шелеховский,0,1,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",1,52.161301,104.10952,0,Point,,Другое
"Россия, Иркутская область, Шелеховский район, посёлок Большой Луг, Сосновый переулок",Культурно-познавательный туризм,Культурно-познавательный,1730,Павшим в Великой Отечественной Войне,Шелеховский,0,1,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",1,52.078842,104.086365,0,Point,,Другое
"Россия, Иркутская область, Эхирит-Булагатский район, посёлок Усть-Ордынский",Культурно-познавательный туризм,Культурно-познавательный,1898,Ордена Усть-Ордынского,Эхирит-Булагатский,0,1,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",1,52.778297,104.731308,0,Point,,Другое
"Россия, Иркутская область, Эхирит-Булагатский район, посёлок Усть-Ордынский",Культурно-познавательный туризм,Культурно-познавательный,1786,Танк,Эхирит-Булагатский,0,1,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",1,52.802055,104.756828,0,Point,,Другое
"Россия, Иркутская область, Эхирит-Булагатский район, посёлок Усть-Ордынский, площадь Ленина",Культурно-познавательный туризм,Культурно-познавательный,1874,Памятник Ленину,Эхирит-Булагатский,0,1,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",1,52.805435,104.753777,0,Point,,Другое
"Россия, Иркутская область, Эхирит-Булагатский район, посёлок Усть-Ордынский, улица Балтахинова",Культурно-познавательный туризм,Культурно-познавательный,1787,Мемориал ВОВ,Эхирит-Булагатский,0,1,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",1,52.804337,104.754639,0,Point,,Другое
"Россия, Иркутская область, Эхирит-Булагатский район, посёлок Усть-Ордынский, улица Каландаришвили",Культурно-познавательный туризм,Культурно-познавательный,1785,Всадник,Эхирит-Булагатский,0,1,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",1,52.77261,104.72776,0,Point,,Другое
"Россия, Иркутский район, Оёкское муниципальное образование",Культурно-познавательный туризм,Культурно-познавательный,1784,Стелла,Эхирит-Булагатский,0,1,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",1,52.666012,104.562637,0,Point,,Другое
"Россия, Иркутская область, Усолье-Сибирское, микрорайон Центральный",Культурно-познавательный туризм,Культурно-познавательный,1723,Вечный огонь,не обнаружено,0,1,Монументы OpenTripMap.xlsx,"historic,monuments_and_memorials,interesting_places,monuments",1,52.739445,103.660278,0,Point,,Другое
"Россия, Иркутская область, Аларский район, муниципальное образование Кутулик",Религиозный туризм,Религиозный,2276,Дацан,Аларский,0,1,Религия OpenTripMap.xlsx,"religion,buddhist_temples,monasteries,interesting_places",1,53.361187,102.791046,0,Point,,Другое
"Россия, Иркутская область, Аларский район, посёлок Кутулик, Советская улица",Религиозный туризм,Религиозный,2292,Церковь Иоанна Предтечи,Аларский,0,1,Религия OpenTripMap.xlsx,"religion,churches,interesting_places,other_churches",1,53.352211,102.785011,0,Point,,Другое
"Россия, Иркутская область, Ангарск",Религиозный туризм,Религиозный,2289,Приход Святого Иосифа,Ангарский,0,1,Религия OpenTripMap.xlsx,"religion,other_temples,interesting_places",1,52.544083,103.893845,0,Point,,Другое
"Россия, Иркутская область, Ангарск",Религиозный туризм,Религиозный,2284,Храм Успения Божей Матери,Ангарский,0,1,Религия OpenTripMap.xlsx,"religion,other_temples,interesting_places",1,52.484673,103.840019,0,Point,,Другое
"Россия, Иркутская область, Ангарск",Религиозный туризм,Религиозный,2287,Храм святителя Николая Чудотворца,Ангарский,0,1,Религия OpenTripMap.xlsx,"religion,other_temples,interesting_places",1,52.555588,103.874763,0,Point,,Другое
"Россия, Иркутская область, Ангарск",Религиозный туризм,Религиозный,2329,Церковь Благословение,Ангарский,0,1,Религия OpenTripMap.xlsx,"religion,other_temples,interesting_places",1,52.50362,103.869606,0,Point,,Другое
"Россия, Иркутская область, Ангарск, парк Победы",Религиозный туризм,Религиозный,2285,Спасская часовня,Ангарский,0,1,Религия OpenTripMap.xlsx,"religion,other_temples,interesting_places",1,52.512138,103.864021,0,Point,,Другое
"Россия, Иркутская область, Ангарск, улица Кирова",Религиозный туризм,Религиозный,2288,Благословение,Ангарский,0,1,Религия OpenTripMap.xlsx,"religion,other_temples,interesting_places",1,52.550274,103.88488,0,Point,,Другое
"Россия, Иркутская область, Ангарск, улица Серова",Религиозный туризм,Религиозный,2286,Церковь Байкальская,Ангарский,0,1,Религия OpenTripMap.xlsx,"religion,other_temples,interesting_places",1,52.518108,103.886223,0,Point,,Другое
"Россия, Иркутская область, Ангарск, улица Чкалова",Религиозный туризм,Религиозный,2290,Зал царства Свидетелей Иеговы,Ангарский,0,1,Религия OpenTripMap.xlsx,"religion,other_temples,interesting_places",1,52.561253,103.887581,0,Point,,Другое
"Россия, Иркутская область, Бодайбинский район, Кропоткинское муниципальное образование",Религиозный туризм,Религиозный,2328,Церковь Святой Варвары,Бодайбинский,0,1,Религия OpenTripMap.xlsx,"religion,churches,interesting_places,eastern_orthodox_churches",1,58.749313,115.536064,0,Point,,Другое
"Россия, Иркутская область, Бодайбо",Религиозный туризм,Религиозный,2363,На камушке,Бодайбинский,0,1,Религия OpenTripMap.xlsx,"religion,other_temples,interesting_places",1,57.848911,114.200302,0,Point,,Другое
"Россия, Иркутская область, Боханский район, муниципальное образование Шаралдай, деревня Вершина, Советская улица",Религиозный туризм,Религиозный,2313,Костёл,Боханский,0,1,Религия OpenTripMap.xlsx,"religion,churches,interesting_places,catholic_churches",1,53.244179,104.415009,0,Point,,Другое
"Россия, Иркутская область, Братск, улица Энгельса",Религиозный туризм,Религиозный,2361,Церковь Благодать во Христе,Братск,0,1,Религия OpenTripMap.xlsx,"religion,churches,interesting_places,other_churches",1,56.14027,101.642967,0,Point,,Другое
"Россия, Иркутская область, Братск, Енисейская улица",Религиозный туризм,Религиозный,2323,Православный храм,Братск,0,1,Религия OpenTripMap.xlsx,"religion,other_temples,interesting_places",1,56.284103,101.872826,0,Point,,Другое
"Россия, Иркутская область, Братск, жилой район Сухой, Еловая улица",Религиозный туризм,Религиозный,2324,Дом молитвы,Братск,0,1,Религия OpenTripMap.xlsx,"religion,other_temples,interesting_places",1,56.260532,101.958717,0,Point,,Другое
"Россия, Иркутская область, Братск, улица Красной Звезды",Религиозный туризм,Религиозный,2360,Церковь Евангельских-Христиан Баптистов,Братск,0,1,Религия OpenTripMap.xlsx,"religion,other_temples,interesting_places",1,56.161449,101.597008,0,Point,,Другое
"Россия, Иркутская область, Братский район, Вихоревское муниципальное образование, Вихоревка, Звёздная улица",Религиозный туризм,Религиозный,2281,Церковь Святого Евангелия,Братский,0,1,Религия OpenTripMap.xlsx,"religion,other_temples,interesting_places",1,56.128799,101.160385,0,Point,,Другое
"Россия, Иркутская область, Братский район, Покоснинское муниципальное образование, село Покосное, Клубная улица",Религиозный туризм,Религиозный,2280,Храм в честь Иверской иконы Божией Матери,Братский,0,1,Религия OpenTripMap.xlsx,"religion,other_temples,interesting_places",1,55.523796,101.060768,0,Point,,Другое
"Россия, Иркутская область, рабочий посёлок Залари, улица Дзержинского",Религиозный туризм,Религиозный,2336,Церковь Благословение,Заларинский,0,1,Религия OpenTripMap.xlsx,"religion,other_temples,interesting_places",1,53.569653,102.509216,0,Point,,Другое
"Россия, Иркутская область, Зима, улица Осипенко",Религиозный туризм,Религиозный,2314,Церковь Благословение,Зима,0,1,Религия OpenTripMap.xlsx,"religion,other_temples,interesting_places",1,53.91478,102.029243,0,Point,,Другое
"Россия, Иркутск, Кировский район",Религиозный туризм,Религиозный,2355,Харлампиевский Михайло-Архангельский храм,Иркутск,0,1,Религия OpenTripMap.xlsx,"religion,churches,interesting_places,eastern_orthodox_churches",1,52.281357,104.277283,0,Point,,Другое
"Россия, Иркутск, Октябрьский округ",Религиозный туризм,Религиозный,2277,Александринская церковь,Иркутск,0,1,Религия OpenTripMap.xlsx,"religion,churches,interesting_places,eastern_orthodox_churches",1,52.271896,104.310715,0,Point,,Другое
"Россия, Иркутск, Ангарская улица",Религиозный туризм,Религиозный,2248,Знаменская церковь,Иркутск,0,1,Религия OpenTripMap.xlsx,"religion,churches,interesting_places,other_churches",1,52.300701,104.294708,0,Point,,Другое
"Россия, Иркутск, Иркутские кварталы",Религиозный туризм,Религиозный,2356,Часовня Георгия Победоносца,Иркутск,0,1,Религия OpenTripMap.xlsx,"religion,churches,interesting_places,other_churches",1,52.282719,104.292,0,Point,,Другое
"Россия, Иркутск, Кировский район",Религиозный туризм,Религиозный,2254,Харлампиевская церковь,Иркутск,0,1,Религия OpenTripMap.xlsx,"religion,churches,interesting_places,other_churches",1,52.281448,104.277397,0,Point,,Другое
"Россия, Иркутск, площадь Графа Сперанского",Религиозный туризм,Религиозный,2304,Часовня памятник на месте разрушенного Казанского собора,Иркутск,0,1,Религия OpenTripMap.xlsx,"religion,churches,interesting_places,other_churches",1,52.289658,104.281067,0,Point,,Другое
"Россия, Иркутск, площадь Декабристов",Религиозный туризм,Религиозный,2271,Успенская церковь,Иркутск,0,1,Религия OpenTripMap.xlsx,"religion,churches,interesting_places,other_churches",1,52.282253,104.31308,0,Point,,Другое
"Россия, Иркутск, посёлок Жилкино",Религиозный туризм,Религиозный,2275,Успенская церковь,Иркутск,0,1,Религия OpenTripMap.xlsx,"religion,churches,interesting_places,other_churches",1,52.327499,104.267998,0,Point,,Другое
"Россия, Иркутск, улица Академика Образцова",Религиозный туризм,Религиозный,2247,Михайло-Архангельская церковь,Иркутск,0,1,Религия OpenTripMap.xlsx,"religion,churches,interesting_places,other_churches",1,52.332073,104.216698,0,Point,,Другое
"Россия, Иркутск, улица Ленина",Религиозный туризм,Религиозный,2267,Казанский собор,Иркутск,0,1,Религия OpenTripMap.xlsx,"religion,churches,interesting_places,other_churches",1,52.290169,104.280502,0,Point,,Другое
"Россия, Иркутск, улица Сухэ-Батора",Религиозный туризм,Религиозный,2242,Спасская церковь,Иркутск,0,1,Религия OpenTripMap.xlsx,"religion,churches,museums,cultural,interesting_places,eastern_orthodox_churches,art_galleries",1,52.291122,104.281319,0,Point,,Другое
"Россия, Иркутск, посёлок Жилкино",Религиозный туризм,Религиозный,2260,Вознесенский монастырь,Иркутск,0,1,Религия OpenTripMap.xlsx,"religion,monasteries,interesting_places",1,52.327499,104.267998,0,Point,,Другое
"Россия, Иркутск, Ангарская улица",Религиозный туризм,Религиозный,2273,Иркутская епархия,Иркутск,0,1,Религия OpenTripMap.xlsx,"religion,other_temples,interesting_places",1,52.3008,104.294998,0,Point,,Другое
"Россия, Иркутск, Ереванская улица",Религиозный туризм,Религиозный,2300,Церковь Святой Троицы,Иркутск,0,1,Религия OpenTripMap.xlsx,"religion,other_temples,interesting_places",1,52.279518,104.225929,0,Point,,Другое
"Россия, Иркутск, Ленинградская улица",Религиозный туризм,Религиозный,2302,"Церковь Христиан Адвентистов Седьмого Дня, Община №2",Иркутск,0,1,Религия OpenTripMap.xlsx,"religion,other_temples,interesting_places",1,52.345959,104.214554,0,Point,,Другое
"Россия, Иркутск, бульвар Рябикова",Религиозный туризм,Религиозный,2350,Церковь двенадцати апостолов,Иркутск,0,1,Религия OpenTripMap.xlsx,"religion,other_temples,interesting_places",1,52.262505,104.210175,0,Point,,Другое
"Россия, Иркутск, улица Бабушкина",Религиозный туризм,Религиозный,2368,Новоапостольская церковь,Иркутск,0,1,Религия OpenTripMap.xlsx,"religion,other_temples,interesting_places",1,52.28857,104.296005,0,Point,,Другое
"Россия, Иркутск, улица Грибоедова",Религиозный туризм,Религиозный,2270,Епархия Святого Иосифа в Иркутске,Иркутск,0,1,Религия OpenTripMap.xlsx,"religion,other_temples,interesting_places",1,52.262779,104.257271,0,Point,,Другое
"Россия, Иркутск, улица Карла Либкнехта",Религиозный туризм,Религиозный,2333,Irkutsk Cathedral Mosque,Иркутск,0,1,Религия OpenTripMap.xlsx,"religion,other_temples,interesting_places",1,52.281437,104.305954,0,Point,,Другое
"Россия, Иркутск, улица Красный Путь",Религиозный туризм,Религиозный,2301,Церковь Эммануил,Иркутск,0,1,Религия OpenTripMap.xlsx,"religion,other_temples,interesting_places",1,52.344246,104.21209,0,Point,,Другое
"Россия, Иркутск, улица Рабочего Штаба",Религиозный туризм,Религиозный,2262,Покровская церковь,Иркутск,0,1,Религия OpenTripMap.xlsx,"religion,other_temples,interesting_places",1,52.306713,104.297249,0,Point,,Другое
"Россия, Иркутский район, Уриковское муниципальное образование, село Урик, улица Братьев Ченских",Религиозный туризм,Религиозный,2310,Спасская церковь,Иркутский,0,1,Религия OpenTripMap.xlsx,"religion,churches,interesting_places,eastern_orthodox_churches",1,52.458015,104.248543,0,Point,,Другое
"Россия, Иркутский район, деревня Карлук, улица Гагарина",Религиозный туризм,Религиозный,2308,Церковь иконы Богоматери Неупиваемая чаша,Иркутский,0,1,Религия OpenTripMap.xlsx,"religion,churches,interesting_places,eastern_orthodox_churches",1,52.416344,104.306595,0,Point,,Другое
"Россия, Иркутский район, Большереченское муниципальное образование",Религиозный туризм,Религиозный,2332,Обоо,Иркутский,0,1,Религия OpenTripMap.xlsx,"religion,other_temples,interesting_places",1,52.002762,104.667671,0,Point,,Другое
"Россия, Иркутский район, Большереченское муниципальное образование, посёлок Тальцы",Религиозный туризм,Религиозный,2347,Казанская часовня,Иркутский,0,1,Религия OpenTripMap.xlsx,"religion,other_temples,interesting_places",1,51.995811,104.664131,0,Point,,Другое
"Россия, Иркутский район, Голоустненское муниципальное образование, посёлок Большое Голоустное, Байкальская улица",Религиозный туризм,Религиозный,2349,Свято-Никольская церковь,Иркутский,0,1,Религия OpenTripMap.xlsx,"religion,other_temples,interesting_places",1,52.027588,105.400177,0,Point,,Другое
"Россия, Иркутский район, Листвянское муниципальное образование, рабочий посёлок Листвянка, улица Куликова",Религиозный туризм,Религиозный,2367,Храм во имя святителя Николая,Иркутский,0,1,Религия OpenTripMap.xlsx,"religion,other_temples,interesting_places",1,51.860615,104.866722,0,Point,,Другое
"Россия, Иркутский район, Уриковское муниципальное образование, село Урик, улица Братьев Ченских",Религиозный туризм,Религиозный,2309,Храм Образа Спаса Нерукотворного,Иркутский,0,1,Религия OpenTripMap.xlsx,"religion,other_temples,interesting_places",1,52.458027,104.248505,0,Point,,Другое
"Россия, Иркутский район, Ушаковское муниципальное образование, село Пивовариха, Степная улица",Религиозный туризм,Религиозный,2307,Церковь Покрова Пресвятой Богородицы,Иркутский,0,1,Религия OpenTripMap.xlsx,"religion,other_temples,interesting_places",1,52.271839,104.438515,0,Point,,Другое
"Россия, Иркутский район, Хомутовское муниципальное образование, деревня Куда, улица Ленина",Религиозный туризм,Религиозный,2358,Свято-Троицкий храм,Иркутский,0,1,Религия OpenTripMap.xlsx,"religion,other_temples,interesting_places",1,52.443516,104.399628,0,Point,,Другое
"Россия, Иркутский район, посёлок Молодёжный, Подгорная улица",Религиозный туризм,Религиозный,2306,Свято-Георгиевский храм,Иркутский,0,1,Религия OpenTripMap.xlsx,"religion,other_temples,interesting_places",1,52.243462,104.421265,0,Point,,Другое
"Россия, Иркутский район, село Мамоны, микрорайон Южный, Сиреневая улица",Религиозный туризм,Религиозный,2351,Церковь Христа Спасителя,Иркутский,0,1,Религия OpenTripMap.xlsx,"religion,other_temples,interesting_places",1,52.345291,104.143158,0,Point,,Другое
"Россия, Иркутская область, Киренск, Центральный ПКиО",Религиозный туризм,Религиозный,2269,Усть-Киренский Троицкий монастырь,Киренский,0,1,Религия OpenTripMap.xlsx,"religion,monasteries,interesting_places",1,57.774139,108.118568,0,Point,,Другое
"Россия, Иркутская область, рабочий посёлок Куйтун, Вокзальная улица",Религиозный туризм,Религиозный,2317,Церковь Благословение,Куйтунский,0,1,Религия OpenTripMap.xlsx,"religion,other_temples,interesting_places",1,54.325153,101.500099,0,Point,,Другое
"Россия, Иркутская область, Нижнеилимский район, Новоигирминское муниципальное образование, рабочий посёлок Новая Игирма, микрорайон Химки",Религиозный туризм,Религиозный,2372,Храм Преподобного Серафима Саровского,Нижнеилимский,0,1,Религия OpenTripMap.xlsx,"religion,other_temples,interesting_places",1,57.148872,103.925331,0,Point,,Другое
"Россия, Иркутская область, Нижнеудинск",Религиозный туризм,Религиозный,2279,Свято-Никольский храм,Нижнеудинский,0,1,Религия OpenTripMap.xlsx,"religion,other_temples,interesting_places",1,54.896683,99.026207,0,Point,,Другое
"Россия, Иркутская область, Нукутский район, посёлок Новонукутский",Религиозный туризм,Религиозный,2318,Унгинский дацан,Нукутский,0,1,Религия OpenTripMap.xlsx,"religion,buddhist_temples,interesting_places",1,53.709454,102.691742,0,Point,,Другое
"Россия, Иркутская область, Ольхонский район, Шара-Тоготское муниципальное образование, остров Огой",Религиозный туризм,Религиозный,2371,Буддийская ступа,Ольхонский,0,1,Религия OpenTripMap.xlsx,"religion,buddhist_temples,interesting_places",1,53.12891,106.997856,0,Point,,Другое
"Россия, Иркутская область, Ольхонский район, село Еланцы, улица Ленина",Религиозный туризм,Религиозный,2359,Храм Рождества Христова,Ольхонский,0,1,Религия OpenTripMap.xlsx,"religion,churches,interesting_places,other_churches",1,52.795654,106.402443,0,Point,,Другое
"Россия, Иркутская область, Ольхонский район, посёлок Хужир",Религиозный туризм,Религиозный,2322,Кладбище,Ольхонский,0,1,Религия OpenTripMap.xlsx,"religion,other_temples,interesting_places",1,53.190365,107.362877,0,Point,,Другое
